brand,carName,carImg,saleVolume,price,manufacturer,rank,carModel,energyType,marketTime,insure,min_price,max_price,avg_price,warranty_years,warranty_mileage,price_category,sales_level,brand_popularity,anomaly_score,is_anomaly
乐道,乐道L60,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/f90673c17b5b41478cea7e8308ca1d05~tplv-resize:640:0.png?psm=motor.rank.data,4249,"[14.99, 16.99]",蔚来,157,中型SUV,纯电动,2025.09,4年或10万公里,14.99,16.99,15.989999999999998,4.0,100000.0,中端,低销量,2,0.001029703407358897,False
零跑汽车,零跑T03,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/464986d3ad5845e9aac85a6960479de0~tplv-resize:640:0.png?psm=motor.rank.data,4138,"[5.19, 6.19]",零跑汽车,158,微型车,纯电动,2025.02,3年或12万公里,5.19,6.19,5.69,3.0,120000.0,经济型,低销量,7,0.0009907181030665865,False
奥迪,奥迪A5L,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/aee9d99cbdc84431af52691092176642~tplv-resize:640:0.png?psm=motor.rank.data,4120,"[23.98, 28.58]",一汽奥迪,159,中型车,汽油,2025.08,3年或10万公里,23.98,28.58,26.28,3.0,100000.0,高端,低销量,13,0.0009764539240902115,False
岚图,岚图知音,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/7b6d69201bba4b599a67688aef8b4e87~tplv-resize:640:0.png?psm=motor.rank.data,4074,"[19.69, 24.29]",岚图汽车,160,中型SUV,纯电动,2025.08,5年或10万公里,19.69,24.29,21.990000000000002,5.0,100000.0,高端,低销量,4,0.0005599560869979775,False
本田,思域,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/19f2cb4bd6304f3a96b45e1bbbf6151b~tplv-resize:640:0.png?psm=motor.rank.data,4035,"[10.49, 15.29]",东风本田,161,紧凑型车,汽油,2025.03,3年或10万公里,10.49,15.29,12.89,3.0,100000.0,中端,低销量,26,0.00022457637443404856,False
哈弗,哈弗猛龙燃油版,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/a474d8adaa8e4739962644ed543745d5~tplv-resize:640:0.png?psm=motor.rank.data,4026,"[13.69, 14.69]",长城汽车,162,紧凑型SUV,汽油,2025.05,3年或10万公里,13.69,14.69,14.19,3.0,100000.0,中端,低销量,7,0.001340188505839776,False
捷途,捷途旅行者,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/a4c5373170314e3e93ccc6dae5b7963d~tplv-resize:640:0.png?psm=motor.rank.data,3986,"[11.99, 20.99]",奇瑞汽车,163,紧凑型SUV,汽油,2025.03,4年或10万公里,11.99,20.99,16.49,4.0,100000.0,中端,低销量,5,0.0015850103747011672,False
埃安,AION RT,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/822686f0a91d48159c9e0f4d114a60c2~tplv-resize:640:0.png?psm=motor.rank.data,3985,"[9.98, 15.58]",广汽埃安新能源,164,紧凑型车,纯电动,2025.09,4年或15万公里,9.98,15.58,12.780000000000001,4.0,150000.0,中端,低销量,6,0.00037751695705930566,False
比亚迪,海豹06GT,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/672c5e9c36d24ac09e4ad2aaced79d78~tplv-resize:640:0.png?psm=motor.rank.data,3979,"[12.68, 18.28]",比亚迪,165,中型车,纯电动,2025.02,6年或15万公里,12.68,18.28,15.48,6.0,150000.0,中端,低销量,41,0.00024811652741191004,False
小鹏汽车,小鹏G6,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/e406fc4bba6d4908a389c54e2ae6980e~tplv-resize:640:0.png?psm=motor.rank.data,3978,"[17.68, 19.88]",小鹏汽车,166,中型SUV,纯电动,2025.03,5年或12万公里,17.68,19.88,18.78,5.0,120000.0,中端,低销量,6,0.0013645910917469773,False
极氪,ZEEKR 007,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/1c48f95229f4447f99ce1aff744e1f6b~tplv-resize:640:0.png?psm=motor.rank.data,3915,"[20.99, 29.99]",极氪,167,中型车,纯电动,2024.08,4年或10万公里,20.99,29.99,25.49,4.0,100000.0,高端,低销量,6,0.00023796813158145935,False
领克,领克03,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/f89333a7e71944f4b83eb00d0fdcb43b~tplv-resize:640:0.png?psm=motor.rank.data,3812,"[10.98, 42.03]",领克,168,紧凑型车,汽油,2024.08,4年或10万公里,10.98,42.03,26.505000000000003,4.0,100000.0,高端,低销量,13,0.05118742111522202,True
宝马,宝马X1,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/bb5e191acc9e4e7a8950d316b0b5f2f1~tplv-resize:640:0.png?psm=motor.rank.data,3801,"[18.1, 26.9]",华晨宝马,169,紧凑型SUV,汽油,2025.08,3年或10万公里,18.1,26.9,22.5,3.0,100000.0,高端,低销量,8,0.0004602880314135068,False
理想汽车,理想L9,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/8c77d1f9ed594a4ba0be695337758a21~tplv-resize:640:0.png?psm=motor.rank.data,3787,"[40.98, 43.98]",理想汽车,170,大型SUV,增程式,2025.05,5年或10万公里,40.98,43.98,42.48,5.0,100000.0,豪华型,低销量,7,0.005902321328337691,True
奇瑞,瑞虎7,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/19a4539986d0417ebbaec9c1d97f5b79~tplv-resize:640:0.png?psm=motor.rank.data,3728,"[6.99, 11.29]",奇瑞汽车,171,紧凑型SUV,汽油,2025.03,3年或10万公里,6.99,11.29,9.14,3.0,100000.0,经济型,低销量,10,0.0004771405909326623,False
日产,奇骏,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/cc727a5a167140a4a3eae546dfafb251~tplv-resize:640:0.png?psm=motor.rank.data,3726,"[11.98, 25.29]",东风日产,172,紧凑型SUV,汽油,2025.07,3年或10万公里,11.98,25.29,18.634999999999998,3.0,100000.0,中端,低销量,9,0.005594137392303593,True
福特,蒙迪欧,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/826f3542a6614fee946c1e64982c4cae~tplv-resize:640:0.png?psm=motor.rank.data,3623,"[12.48, 20.48]",长安福特,173,中型车,汽油,2024.09,3年或10万公里,12.48,20.48,16.48,3.0,100000.0,中端,低销量,6,0.0010720035794386901,False
比亚迪,汉DM,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/982f175304b44f9a8b13330481049460~tplv-resize:640:0.png?psm=motor.rank.data,3595,"[14.58, 21.08]",比亚迪,174,中大型车,插电式混合动力,2025.1,6年或15万公里,14.58,21.08,17.83,6.0,150000.0,中端,低销量,41,0.00022950357395148116,False
东风风神,东风风神L8 PHEV,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/67fe3f4785894978b8c1efed3a3a6f3b~tplv-resize:640:0.png?psm=motor.rank.data,3568,"[12.99, 14.99]",东风乘用车,175,紧凑型SUV,插电式混合动力,2025.08,10年不限里程(责任免除条款以官方为准）,12.99,14.99,13.99,10.0,,中端,低销量,5,0.0005593818354441361,False
日产,天籁,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/4d3cad1d506348e395ae69fb1a4c1f23~tplv-resize:640:0.png?psm=motor.rank.data,3563,"[12.18, 18.18]",东风日产,176,中型车,汽油,2025.07,3年或10万公里,12.18,18.18,15.18,3.0,100000.0,中端,低销量,9,0.0002756176644864896,False
大众,凌渡,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/4b1f18ece99a4a14b61734c75cbccd86~tplv-resize:640:0.png?psm=motor.rank.data,3561,"[11.99, 19.09]",上汽大众,177,紧凑型车,汽油,2025.08,3年或10万公里,11.99,19.09,15.54,3.0,100000.0,中端,低销量,25,0.0006706067182192526,False
奔腾,悦意03,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/8f986edd0db947ea8f88324734f1ce1f~tplv-resize:640:0.png?psm=motor.rank.data,3556,"[7.98, 11.29]",一汽奔腾,178,紧凑型SUV,纯电动,2025.04,终身质保(责任免除条款以官方为准),7.98,11.29,9.635,,,经济型,低销量,8,0.0002449241835481382,False
东风奕派,eπ008,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/45e64052cc8f4753b59109a9c5e7e770~tplv-resize:640:0.png?psm=motor.rank.data,3522,"[15.76, 19.06]",东风乘用车,179,中大型SUV,增程式,2025.08,3年或10万公里,15.76,19.06,17.41,3.0,100000.0,中端,低销量,1,0.00034973258192182025,False
坦克,坦克300,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/c165012de7a54454aec3825533f6e1c3~tplv-resize:640:0.png?psm=motor.rank.data,3519,"[19.98, 23.48]",长城汽车,180,紧凑型SUV,汽油,2025.03,5年或15万公里,19.98,23.48,21.73,5.0,150000.0,高端,低销量,7,0.000867775407018142,False
埃安,AION S,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/a6f28e3efc814138a611eee1a1b806f6~tplv-resize:640:0.png?psm=motor.rank.data,3476,"[9.98, 15.68]",广汽埃安新能源,181,紧凑型车,纯电动,2025.07,4年或15万公里,9.98,15.68,12.83,4.0,150000.0,中端,低销量,6,0.0004109607159158811,False
大众,探歌,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/854d92c324144a8baf7f4a1229768f5e~tplv-resize:640:0.png?psm=motor.rank.data,3435,"[10.89, 12.87]",一汽-大众,182,紧凑型SUV,汽油,2025.09,3年或10万公里,10.89,12.87,11.879999999999999,3.0,100000.0,中端,低销量,25,0.0003555132435479833,False
阿维塔,阿维塔 06,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/d2bf5d836cc0438292089aed8cdf5e7d~tplv-resize:640:0.png?psm=motor.rank.data,3432,"[19.49, 26.49]",阿维塔科技,183,中型车,增程式,2025.04,5年或12万公里,19.49,26.49,22.99,5.0,120000.0,高端,低销量,3,0.00013066784307089877,False
北京越野,北京越野BJ40,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/f7678fe520fc44f9aea7d36c62d752f3~tplv-resize:640:0.png?psm=motor.rank.data,3412,"[14.58, 15.99]",北京汽车,184,紧凑型SUV,汽油,2025.07,5年或15万公里,14.58,15.99,15.285,5.0,150000.0,中端,低销量,5,0.0008428111333476471,False
极氪,ZEEKR 001,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/11fca190fc204264a030e598f85ea985~tplv-resize:640:0.png?psm=motor.rank.data,3397,"[25.9, 32.98]",极氪,185,中大型车,纯电动,2025.1,4年或10万公里,25.9,32.98,29.439999999999998,4.0,100000.0,高端,低销量,6,0.0004088551244098582,False
荣威,荣威D6,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/e34c796a4f9840eba2aaa732a41ec6d6~tplv-resize:640:0.png?psm=motor.rank.data,3338,"[7.98, 11.98]",上汽集团,186,紧凑型车,纯电动,2025.04,6年或15万公里,7.98,11.98,9.98,6.0,150000.0,经济型,低销量,12,0.00030485548000746686,False
马自达,马自达EZ-60,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/f54c52621cfa4ef5b80f2226a0642cf3~tplv-resize:640:0.png?psm=motor.rank.data,3317,"[11.99, 16.09]",长安马自达,187,中型SUV,增程式,2025.09,3年或10万公里,11.99,16.09,14.04,3.0,100000.0,中端,低销量,5,3.104481388307343e-05,False
理想汽车,理想MEGA,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/62971a68ca054c609add93ada6ad41cd~tplv-resize:640:0.png?psm=motor.rank.data,3277,"[52.98, 55.98]",理想汽车,188,大型MPV,纯电动,2025.04,5年或10万公⾥,52.98,55.98,54.48,5.0,,豪华型,低销量,7,0.0091391797262105,True
宝骏,悦也Plus,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/a328bf67b5d04e408c86069c85668e73~tplv-resize:640:0.png?psm=motor.rank.data,3211,"[7.28, 11.68]",上汽通用五菱,189,小型SUV,纯电动,2025.05,4年或15万公里,7.28,11.68,9.48,4.0,150000.0,经济型,低销量,7,0.0005700707203368061,False
大众,途昂,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/3a9fd474f4514a36b166ef56106ed877~tplv-resize:640:0.png?psm=motor.rank.data,3206,"[23.9, 37.9]",上汽大众,190,中大型SUV,汽油,2025.09,3年或10万公里,23.9,37.9,30.9,3.0,100000.0,豪华型,低销量,25,0.003688699316475966,True
哈弗,哈弗枭龙MAX PHEV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/f8ab4d2210c1481f965043dd1d113a35~tplv-resize:640:0.png?psm=motor.rank.data,3203,"[11.68, 15.48]",长城汽车,191,中型SUV,插电式混合动力,2025.04,6年或15万公里,11.68,15.48,13.58,6.0,150000.0,中端,低销量,7,4.385338053989166e-05,False
广汽传祺,传祺GS8,https://p3-dcd.byteimg.com/motor-mis-img/bef1e4e3b0a6fa8de3a3887dcaaad449~tplv-resize:640:0.png?psm=motor.rank.data,3116,"[14.98, 24.08]",广汽传祺,201,中大型SUV,汽油,2024.05,5年或15万公里,14.98,24.08,19.53,5.0,150000.0,中端,低销量,10,0.0020817345565439516,False
福特,锐界,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/a1b8aadfec4d4199924164145e244f6f~tplv-resize:640:0.png?psm=motor.rank.data,3105,"[20.18, 28.48]",长安福特,202,中型SUV,汽油,2025.09,3年或10万公里,20.18,28.48,24.33,3.0,100000.0,高端,低销量,6,0.00030260336574447125,False
睿蓝汽车,蓝气球,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/415148bb0154452399f5e0b0f6a72ae3~tplv-resize:640:0.png?psm=motor.rank.data,3077,"[4.69, 5.09]",睿蓝汽车,203,微型车,纯电动,2025.09,3年或12万公里,4.69,5.09,4.890000000000001,3.0,120000.0,经济型,低销量,6,0.00035044410544869036,False
捷途山海,捷途山海T1,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/82d7aefe263642ae9dda0f7b93086b56~tplv-resize:640:0.png?psm=motor.rank.data,3027,"[12.49, 16.99]",奇瑞汽车,204,紧凑型SUV,插电式混合动力,2025.05,4年或10万公里,12.49,16.99,14.739999999999998,4.0,100000.0,中端,低销量,3,0.00013754476146606292,False
丰田,丰田bZ5,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/e94c8df2a58441898c6f6939ed2dc30c~tplv-resize:640:0.png?psm=motor.rank.data,3019,"[12.98, 19.98]",一汽丰田,205,中型SUV,纯电动,2025.06,3年或10万公里,12.98,19.98,16.48,3.0,100000.0,中端,低销量,22,0.0009156764453784594,False
魏牌,蓝山,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/55aff52d61964e7b840d5ff46c2cc9c1~tplv-resize:640:0.png?psm=motor.rank.data,3018,"[29.98, 32.68]",长城汽车,206,中大型SUV,插电式混合动力,2024.08,5年或15万公里,29.98,32.68,31.33,5.0,150000.0,豪华型,低销量,3,0.0028515227137687164,False
红旗,红旗HS3 PHEV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/a819a1fda2d148b6a6e49c7110c38be4~tplv-resize:640:0.png?psm=motor.rank.data,2995,"[12.98, 13.48]",一汽红旗,207,紧凑型SUV,插电式混合动力,2025.08,4年或10万公里,12.98,13.48,13.23,4.0,100000.0,中端,低销量,18,0.0009076330037721776,False
现代,伊兰特,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/9df2036fdb244307bed69e9e03cf2368~tplv-resize:640:0.png?psm=motor.rank.data,2977,"[6.68, 11.18]",北京现代,208,紧凑型车,汽油,2023.08,3年或10万公里,6.68,11.18,8.93,3.0,100000.0,经济型,低销量,7,0.0004650156033824336,False
小鹏汽车,小鹏G7,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/7f11b6852b6e49a890925c14e441b66f~tplv-resize:640:0.png?psm=motor.rank.data,2960,"[19.58, 22.58]",小鹏汽车,209,中型SUV,纯电动,2025.07, 5年或12万公里,19.58,22.58,21.08,5.0,120000.0,高端,低销量,6,0.0009395986822909174,False
蔚来,蔚来ES6,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/feffe1ceb54d462ab4c050ad15104810~tplv-resize:640:0.png?psm=motor.rank.data,2930,"[23, 23]",蔚来,210,中型SUV,纯电动,2025.05,3年或12万公里,23.0,23.0,23.0,3.0,120000.0,高端,低销量,7,0.0035693671000665596,True
坦克,坦克300 Hi4-T,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/8341da5c5e6340f5a53b6a5929bb6808~tplv-resize:640:0.png?psm=motor.rank.data,2927,"[24.98, 24.98]",长城汽车,211,紧凑型SUV,插电式混合动力,2025.03,5年或15万公里,24.98,24.98,24.98,5.0,150000.0,高端,低销量,7,0.00439728321271538,True
名爵,MG5,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/46ea3c4fd80c42e38df4c19cbc19f823~tplv-resize:640:0.png?psm=motor.rank.data,2926,"[5.49, 7.59]",上汽集团,212,紧凑型车,汽油,2025.06,3年或10万公里,5.49,7.59,6.54,3.0,100000.0,经济型,低销量,6,9.742102351342366e-05,False
领克,领克07 EM-P,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/2aa9beac67364429a2cd026217d19f32~tplv-resize:640:0.png?psm=motor.rank.data,2925,"[13.98, 15.98]",领克,213,中型车,插电式混合动力,2025.09,5年或10万公里,13.98,15.98,14.98,5.0,100000.0,中端,低销量,13,0.0005825050534917968,False
AITO,问界M5,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/284dc9ac306147368522b76dda294d23~tplv-resize:640:0.png?psm=motor.rank.data,2902,"[22.98, 27.98]",赛力斯汽车,214,中型SUV,增程式,2025.03,4年或10万公里,22.98,27.98,25.48,4.0,100000.0,高端,低销量,4,0.0004019074359261546,False
捷达,捷达VA3,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/6bfb1b694c8943c398e22064918739e2~tplv-resize:640:0.png?psm=motor.rank.data,2825,"[6.58, 9.48]",一汽-大众捷达,215,紧凑型车,汽油,2025.09,3年或10万公里,6.58,9.48,8.030000000000001,3.0,100000.0,经济型,低销量,4,0.00014152277943092333,False
坦克,坦克400 Hi4-T,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/a007d7b6482c4ae293d94bcb2b39c278~tplv-resize:640:0.png?psm=motor.rank.data,2805,"[28.58, 28.98]",长城汽车,216,中大型SUV,插电式混合动力,2024.03,5年或15万公里,28.58,28.98,28.78,5.0,150000.0,高端,低销量,7,0.004848137959944036,True
蔚来,蔚来ES8,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/4fcf3687c3ad4a38b35a6abdfbc9e0a0~tplv-resize:640:0.png?psm=motor.rank.data,2803,"[29.88, 33.88]",蔚来,217,大型SUV,纯电动,2025.09,3年或12万公里,29.88,33.88,31.880000000000003,3.0,120000.0,豪华型,低销量,7,0.0017107260487212786,False
凯迪拉克,凯迪拉克CT5,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/b02f0aab2a354982a67d5e16c598eeed~tplv-resize:640:0.png?psm=motor.rank.data,2790,"[19.99, 24.59]",上汽通用凯迪拉克,218,中型车,汽油,2025.06,3年不限公里,19.99,24.59,22.29,3.0,,高端,低销量,8,0.00028926449406699946,False
比亚迪,海豹06DM旅行版,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/f0ba679bff2949a8ac4525f79f5b50c0~tplv-resize:640:0.png?psm=motor.rank.data,2781,"[10.98, 12.98]",比亚迪,219,中型车,插电式混合动力,2025.07,6年或15万公里,10.98,12.98,11.98,6.0,150000.0,中端,低销量,41,0.00025762525195702354,False
奔驰,奔驰GLB,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/05ab32d0a1b6462fa97ed1ecb0b2b183~tplv-resize:640:0.png?psm=motor.rank.data,2747,"[24.19, 29.79]",北京奔驰,220,紧凑型SUV,汽油,2025.03,3年不限公里,24.19,29.79,26.990000000000002,3.0,,高端,低销量,12,0.0003709049572301425,False
奥迪,奥迪Q3,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/ce1c130bbffa4d3cb70f1258dfd11bd6~tplv-resize:640:0.png?psm=motor.rank.data,2742,"[18.38, 21.67]",一汽奥迪,221,紧凑型SUV,汽油,2025.04,3年或10万公里,18.38,21.67,20.025,3.0,100000.0,高端,低销量,13,0.0009587749263700797,False
捷途,捷途自由者,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/9bfd56c01ec44dd2bae8007f8f8f5683~tplv-resize:640:0.png?psm=motor.rank.data,2685,"[10.99, 13.99]",奇瑞汽车,222,紧凑型SUV,汽油,2025.03,4年或10万公里,10.99,13.99,12.49,4.0,100000.0,中端,低销量,5,0.0001815457311329021,False
奇瑞,QQ冰淇淋,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/75776c3156a54c498a531caeacc06295~tplv-resize:640:0.png?psm=motor.rank.data,2667,"[3.29, 3.89]",奇瑞新能源,223,微型车,纯电动,2025.08,3年或10万公里,3.29,3.89,3.59,3.0,100000.0,经济型,低销量,10,0.0003372669372111587,False
深蓝汽车,深蓝L07,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/149288d6e51d457482c6cfd53fc63118~tplv-resize:640:0.png?psm=motor.rank.data,2651,"[13.19, 15.59]",深蓝汽车,224,中型车,增程式,2025.08,3年或12万公里,13.19,15.59,14.39,3.0,120000.0,中端,低销量,5,0.00042624281782633266,False
东风纳米,纳米01,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/add1c9822ff64d33972dc6b825c026e1~tplv-resize:640:0.png?psm=motor.rank.data,2625,"[6.58, 9.78]",东风汽车,225,小型车,纯电动,2025.01,3年不限里程,6.58,9.78,8.18,3.0,,经济型,低销量,2,0.0002547922647617072,False
大众,大众ID.3,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/aaa57e6d0b2649559594839333f2e746~tplv-resize:640:0.png?psm=motor.rank.data,2622,"[11.99, 14.49]",上汽大众,226,紧凑型车,纯电动,2025.09,3年或10万公里,11.99,14.49,13.24,3.0,100000.0,中端,低销量,25,0.0003260165644072558,False
ARCFOX极狐,极狐 阿尔法S5,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/5b750ec372c142d485d2c6c3a1fa0762~tplv-resize:640:0.png?psm=motor.rank.data,2526,"[11.18, 16.98]",北汽新能源,227,中型车,纯电动,2025.09,3年12万公里,11.18,16.98,14.08,3.0,120000.0,中端,低销量,6,0.0008063565917273824,False
腾势,腾势N9 DM,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/3dafcad8556245d38b51c81cb17f9927~tplv-resize:640:0.png?psm=motor.rank.data,2524,"[38.98, 44.98]",腾势汽车,228,大型SUV,插电式混合动力,2025.09,6年或15万公里,38.98,44.98,41.98,6.0,150000.0,豪华型,低销量,8,0.002090126243012421,False
比亚迪,海狮05DM,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/0d3b04c90bbf46cd8a3244ce9f6ed460~tplv-resize:640:0.png?psm=motor.rank.data,2457,"[8.98, 12.58]",比亚迪,229,紧凑型SUV,插电式混合动力,2025.02,6年或15万公里,8.98,12.58,10.780000000000001,6.0,150000.0,中端,低销量,41,0.00017810717365533194,False
奇瑞,艾瑞泽5,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/0e2331b1cedf4623bdb7a813bfcc2c2f~tplv-resize:640:0.png?psm=motor.rank.data,2448,"[4.69, 5.29]",奇瑞汽车,230,紧凑型车,汽油,2025.06,3年或10万公里,4.69,5.29,4.99,3.0,100000.0,经济型,低销量,10,0.0002043557124253373,False
理想汽车,理想L8,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/26a1440a232c4a71bd83ed12139bd2f4~tplv-resize:640:0.png?psm=motor.rank.data,2436,"[32.18, 37.98]",理想汽车,231,中大型SUV,增程式,2025.05,5年或10万公里,32.18,37.98,35.08,5.0,100000.0,豪华型,低销量,7,0.0015193746306129637,False
睿蓝汽车,睿蓝X3 PRO,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/d326a4f1d98f42e69d2d69e4fec18c6c~tplv-resize:640:0.png?psm=motor.rank.data,2381,"[4.89, 5.79]",睿蓝汽车,232,小型SUV,汽油,2024.03,4年或10万公里,4.89,5.79,5.34,4.0,100000.0,经济型,低销量,6,0.00015662197410775772,False
大众,高尔夫,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/0f440cb25eb44df2bfb42ed25548a563~tplv-resize:640:0.png?psm=motor.rank.data,2366,"[12.49, 14.89]",一汽-大众,233,紧凑型车,汽油,2025.09,3年或10万公里,12.49,14.89,13.690000000000001,3.0,100000.0,中端,低销量,25,0.0002687307336602823,False
领克,领克Z20,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/e3933b110d7f4606ad66fc53c90eea5c~tplv-resize:640:0.png?psm=motor.rank.data,2362,"[10.99, 14.49]",领克,234,紧凑型SUV,纯电动,2025.07,5年或10万公里,10.99,14.49,12.74,5.0,100000.0,中端,低销量,13,0.00013598089025223986,False
红旗,红旗HS3,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/911d71f82dc04e3eb2708969989e687a~tplv-resize:640:0.png?psm=motor.rank.data,2277,"[10.58, 13.28]",一汽红旗,235,紧凑型SUV,汽油,2024.08,4年或10万公里,10.58,13.28,11.93,4.0,100000.0,中端,低销量,18,0.0001697098717902657,False
马自达,马自达CX-5,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/cd0afa2cba3f4fba8cfdac2c4417a60b~tplv-resize:640:0.png?psm=motor.rank.data,2169,"[11.58, 14.38]",长安马自达,236,紧凑型SUV,汽油,2025.06,3年或10万公里,11.58,14.38,12.98,3.0,100000.0,中端,低销量,5,0.0002271446747825985,False
智己汽车,智己L6,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/8c0f45ab237c427e8f381094eeafb02b~tplv-resize:640:0.png?psm=motor.rank.data,2082,"[20.49, 29.09]",智己汽车,241,中大型车,纯电动,2025.05,5年或15万公里,20.49,29.09,24.79,5.0,150000.0,高端,低销量,4,0.0008559331757617888,False
丰田,普拉多,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/497f52d1db1740f1b91746f1b6b65de2~tplv-resize:640:0.png?psm=motor.rank.data,2066,"[44.98, 55.98]",一汽丰田,242,中大型SUV,油电混合,2025.02,3年或10万公里,44.98,55.98,50.48,3.0,100000.0,豪华型,低销量,22,0.0007002927072454605,False
五菱汽车,五菱荣光,https://p9-dcd.byteimg.com/motor-mis-img/efe0d84f810fe914c7149c51a6c1658e~tplv-resize:640:0.png?psm=motor.rank.data,2046,"[4.09, 4.76]",上汽通用五菱,243,微面,汽油,2023.04,3年或6万公里,4.09,4.76,4.425,3.0,60000.0,经济型,低销量,14,0.00015150569918699305,False
比亚迪,唐L DM,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/945b04cd564f400c84b98e10829125a5~tplv-resize:640:0.png?psm=motor.rank.data,2029,"[22.98, 28.58]",比亚迪,244,中大型SUV,插电式混合动力,2025.04,6年或15万公里,22.98,28.58,25.78,6.0,150000.0,高端,低销量,41,0.0004721875561807656,False
奔腾,奔腾B70,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/3ec19a140c534277bfacccbd38d114f1~tplv-resize:640:0.png?psm=motor.rank.data,2014,"[9.88, 13.79]",一汽奔腾,245,中型车,汽油,2024.09,3年或10万公里,9.88,13.79,11.835,3.0,100000.0,中端,低销量,8,7.557514070065056e-05,False
沃尔沃,沃尔沃S60,https://p9-dcd.byteimg.com/motor-mis-img/917e910a69010277adf7b04033758613~tplv-resize:640:0.png?psm=motor.rank.data,2008,"[19.29, 26.19]",沃尔沃亚太,246,中型车,48V轻混系统,2025.07,3年不限公里,19.29,26.19,22.740000000000002,3.0,,高端,低销量,8,0.00024549737012888784,False
