brand,carName,carImg,saleVolume,price,manufacturer,rank,carModel,energyType,marketTime,insure
红旗,红旗E-QM5,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/b037b30e070943928eff5eb972564e56~tplv-resize:640:0.png?psm=motor.rank.data,6493,"[9.18, 20.98]",一汽红旗,104,中型车,纯电动,2025.05,4年或10万公里
智己汽车,智己LS6,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/4dda84ada8c540bc86aa3324ecc3aa88~tplv-resize:640:0.png?psm=motor.rank.data,6429,"[19.79, 26.99]",智己汽车,105,中大型SUV,增程式,2025.09,5年或15万公里
日产,日产N7,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/3c036397a27749aea9869595d11a1cfd~tplv-resize:640:0.png?psm=motor.rank.data,6410,"[11.99, 14.99]",东风日产,106,中大型车,纯电动,2025.04,4年或12万公里
吉利汽车,帝豪,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/9d3b5847e08449e8ae68001bc6d80041~tplv-resize:640:0.png?psm=motor.rank.data,6341,"[4.89, 14.98]",吉利汽车,107,紧凑型车,汽油,2025.07,4年或15万公里
五菱汽车,缤果S,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/fe583d70163f47ab97f855da90ff055a~tplv-resize:640:0.png?psm=motor.rank.data,6273,"[6.38, 7.68]",上汽通用五菱,108,小型车,纯电动,2025.09,4年或15万公里
比亚迪,宋PLUS DM,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/7090077c0c97451eb60cc58effa35c74~tplv-resize:640:0.png?psm=motor.rank.data,6171,"[11.58, 16.18]",比亚迪,109,紧凑型SUV,插电式混合动力,2025.02,6年或15万公里
大众,宝来,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/6569140387014329aaee5c92ae4a3fa1~tplv-resize:640:0.png?psm=motor.rank.data,6982,"[7.99, 11.09]",一汽-大众,101,紧凑型车,汽油,2024.10,3年或10万公里
哈弗,哈弗H6,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/62328473441241d98a6a623ffe67178f~tplv-resize:640:0.png?psm=motor.rank.data,6095,"[7.19, 12.19]",长城汽车,111,紧凑型SUV,汽油,2025.03,3年或10万公里
埃安,AION V,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/b329963f143c4b57b1e7ad2c3f907db6~tplv-resize:640:0.png?psm=motor.rank.data,6072,"[10.98, 18.18]",广汽埃安新能源,112,紧凑型SUV,纯电动,2025.08,4年或15万公里
吉利银河,银河M9,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/4ce0a4be183540a58d72ad06dabed315~tplv-resize:640:0.png?psm=motor.rank.data,6071,"[17.38, 23.88]",吉利银河,113,中大型SUV,插电式混合动力,2025.09,6年或15万公里
奥迪,奥迪A3,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/2440a980eef1436cb95453dd91fbddb3~tplv-resize:640:0.png?psm=motor.rank.data,6017,"[13.27, 20.99]",一汽奥迪,114,紧凑型车,汽油,2025.10,3年或10万公里
理想汽车,理想L7,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/a783a546a20d4a7c89202df18dc1fee4~tplv-resize:640:0.png?psm=motor.rank.data,6006,"[30.18, 35.98]",理想汽车,115,中大型SUV,增程式,2025.05,5年或10万公里
AITO,问界M7,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/28b3bf3937fd4d3e87726df8fdf3fc2d~tplv-resize:640:0.png?psm=motor.rank.data,5970,"[24.98, 37.98]",赛力斯汽车,116,中大型SUV,纯电动,2025.09,4年或10万公里
深蓝汽车,深蓝S07,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/3bf844e0de5e468b82210f1ea12764d8~tplv-resize:640:0.png?psm=motor.rank.data,5955,"[13.49, 17.29]",深蓝汽车,117,中型SUV,增程式,2025.10,3年或12万公里
宝马,宝马X5,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/bf84f7f297c74b4ab69467bef101e7e1~tplv-resize:640:0.png?psm=motor.rank.data,5885,"[53.1, 77.7]",华晨宝马,118,中大型SUV,48V轻混系统,2025.08,3年或10万公里
长安,长安CS55 PLUS,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/b9197bb390564ebea1af1128fc67630f~tplv-resize:640:0.png?psm=motor.rank.data,5831,"[7.89, 9.69]",长安汽车,119,紧凑型SUV,汽油,2025.09,3年或10万公里
长安,长安UNI-V,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/e3a74f3cd8964a92b00b027e06d4e8ba~tplv-resize:640:0.png?psm=motor.rank.data,5824,"[9.39, 11.99]",长安汽车,120,紧凑型车,汽油,2025.08,3年或10万公里
 firefly萤火虫,firefly萤火虫,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/3552ee01219b490aad189f48f9ad7b2e~tplv-resize:640:0.png?psm=motor.rank.data,5768,"[7.98, 9.68]",蔚来,121,小型车,纯电动,2025.04,4年或10万公里
奇瑞风云,风云T9,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/987f70ca6b3c413da98a13edc41e2ae4~tplv-resize:640:0.png?psm=motor.rank.data,5739,"[11.29, 16.39]",奇瑞汽车,122,中型SUV,插电式混合动力,2025.04,3年或10万公里
理想汽车,理想i8,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/bd586b34b6c34a4e9b8db8fa1f061fe5~tplv-resize:640:0.png?psm=motor.rank.data,5716,"[33.98, 33.98]",理想汽车,123,中大型SUV,纯电动,2025.08,5年或10万公里
丰田,汉兰达,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/b5803d108eb2427c9ad19d458e1d135f~tplv-resize:640:0.png?psm=motor.rank.data,5669,"[24.98, 32.58]",广汽丰田,124,中型SUV,汽油,2025.09,3年或10万公里
沃尔沃,沃尔沃XC60,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/3e80f01f2cf448f9ac80f28a621be7f5~tplv-resize:640:0.png?psm=motor.rank.data,5640,"[24.9, 32.49]",沃尔沃亚太,125,中型SUV,48V轻混系统,2025.06,3年不限公里
坦克,坦克500 Hi4-T,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/9c530ffa51da4ee49ac7ee6fa60771b4~tplv-resize:640:0.png?psm=motor.rank.data,5379,"[33.5, 35.5]",长城汽车,131,中大型SUV,插电式混合动力,2025.08,5年或15万公里
丰田,格瑞维亚,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/3e60d7bce33a4620a32d09e378963b16~tplv-resize:640:0.png?psm=motor.rank.data,5373,"[25.48, 41.58]",一汽丰田,132,中大型MPV,油电混合,2024.04,3年或10万公里
埃安,AION UT,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/25a58812bffd4e59bca87e881851ef25~tplv-resize:640:0.png?psm=motor.rank.data,5337,"[6.98, 10.18]",广汽埃安新能源,133,小型车,纯电动,2025.02,4年或15万公里
东风风神,风神L7 PHEV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/810ea03ad55e4827938121276962fb85~tplv-resize:640:0.png?psm=motor.rank.data,5328,"[9.99, 14.99]",东风乘用车,134,紧凑型SUV,插电式混合动力,2025.04,10年不限里程(责任免除条款以官方为准）
埃安,AION Y,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/d382087dc4bd467f8951919c0b5f8334~tplv-resize:640:0.png?psm=motor.rank.data,5323,"[9.18, 12.78]",广汽埃安新能源,135,紧凑型SUV,纯电动,2025.06,4年或15万公里
长安启源,长安启源A07,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/4dfa9373364640268f0cb1d54bd87c3b~tplv-resize:640:0.png?psm=motor.rank.data,5184,"[11.09, 16.59]",长安启源,136,中大型车,增程式,2025.09,3年或12万公里
本田,英仕派,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/d7caed4d9e9d4433a4b81cf5807faf26~tplv-resize:640:0.png?psm=motor.rank.data,5158,"[13.48, 16.58]",东风本田,137,中型车,汽油,2024.12,3年或10万公里
小鹏汽车,小鹏P7+,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/f678c45d186643d19d815c39205ebbd0~tplv-resize:640:0.png?psm=motor.rank.data,5140,"[18.68, 20.88]",小鹏汽车,138,中大型车,纯电动,2025.04,5年或12万公里
领克,领克08 EM-P,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/a5b150708865419e9993f564d05119ae~tplv-resize:640:0.png?psm=motor.rank.data,5107,"[15.98, 21.28]",领克,139,中型SUV,插电式混合动力,2025.09,5年或10万公里
奇瑞,瑞虎5x,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/060ec2e0b84d424fb9806d05f912f5ae~tplv-resize:640:0.png?psm=motor.rank.data,5092,"[5.69, 7.99]",奇瑞汽车,140,小型SUV,汽油,2025.04,3年或10万公里
领克,领克10 EM-P,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/c67bb456d8f8427d8f2525a82b3bd63e~tplv-resize:640:0.png?psm=motor.rank.data,5077,"[16.38, 20.18]",领克,141,中大型车,插电式混合动力,2025.09,5年或10万公里
蔚来,蔚来ET5T,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/2cc80e69fbc0418188933b0cdadf045a~tplv-resize:640:0.png?psm=motor.rank.data,5048,"[19, 20.8]",蔚来,142,中型车,纯电动,2025.05,3年或12万公里
别克,君越,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/8900f768debc40cbbeb15a500a4fee0a~tplv-resize:640:0.png?psm=motor.rank.data,4918,"[15.99, 18.99]",上汽通用别克,143,中型车,汽油,2025.09,3年或10万公里
比亚迪,宋PLUS EV,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/c0a2bdef6aa5493fb718ab5690d33e9f~tplv-resize:640:0.png?psm=motor.rank.data,4840,"[13.48, 17.28]",比亚迪,144,紧凑型SUV,纯电动,2024.08,6年或15万公里
丰田,皇冠陆放,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/6a54e46c78d64ba591d90dcaeeef96d7~tplv-resize:640:0.png?psm=motor.rank.data,4822,"[23.98, 28.78]",一汽丰田,145,中型SUV,油电混合,2024.05,3年或10万公里
欧拉,欧拉好猫,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/538ddbd6b2164b8ea6ef186f0b9d41a1~tplv-resize:640:0.png?psm=motor.rank.data,4800,"[8.38, 10.38]",长城汽车,146,小型车,纯电动,2025.06,4年或15万公里
智界,智界R7,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/9716952f5bed47848c5871d00535f8d8~tplv-resize:640:0.png?psm=motor.rank.data,4788,"[24.98, 33.98]",奇瑞汽车,147,中大型SUV,纯电动,2025.08,4年或10万公里
广汽传祺,传祺M8,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/2f6fd0b06cd84a57af9e02603472124c~tplv-resize:640:0.png?psm=motor.rank.data,4785,"[16.98, 31.78]",广汽传祺,148,中大型MPV,汽油,2024.05,3年或10万公里
比亚迪,唐DM,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/db15adf4a0ab478589e5ab61807df13c~tplv-resize:640:0.png?psm=motor.rank.data,4752,"[15.98, 19.98]",比亚迪,149,中型SUV,插电式混合动力,2025.09,6年或15万公里
五菱汽车,五菱之光EV,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/e14c189f278f4b76ba185a839f46fce1~tplv-resize:640:0.png?psm=motor.rank.data,4589,"[4.43, 5.58]",上汽通用五菱,150,微面,纯电动,2025.02,3年或10万公里
岚图,岚图FREE,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/131c546b47344d22a7cbc915b7186838~tplv-resize:640:0.png?psm=motor.rank.data,4553,"[21.99, 27.99]",岚图汽车,151,中大型SUV,增程式,2025.07,5年或10万公里
北京越野,北京越野BJ40增程,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/3df478e981ef4e37a484a0183c163e86~tplv-resize:640:0.png?psm=motor.rank.data,4518,"[17.98, 19.98]",北京汽车,152,紧凑型SUV,增程式,2025.04,5年或15万公里
方程豹,豹5,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/5c571ad2442d4a2dafbe901bc1d83984~tplv-resize:640:0.png?psm=motor.rank.data,4502,"[23.98, 32.98]",方程豹,153,中型SUV,插电式混合动力,2025.02,6年或15万公里
捷达,捷达VS5,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/c375f1508b1e4ec6902a072796b540a2~tplv-resize:640:0.png?psm=motor.rank.data,4438,"[6.96, 12.19]",一汽-大众捷达,154,紧凑型SUV,汽油,2025.10,3年或10万公里
凯迪拉克,凯迪拉克XT5,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/a7afef1b740b4f6d9baf0c3d88671967~tplv-resize:640:0.png?psm=motor.rank.data,4359,"[23.49, 32.59]",上汽通用凯迪拉克,155,中型SUV,48V轻混系统,2025.09,3年不限公里
别克,别克GL8,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/101a350c342f4960866dd96f321cacb8~tplv-resize:640:0.png?psm=motor.rank.data,4260,"[22.99, 36.99]",上汽通用别克,156,中大型MPV,48V轻混系统,2025.09,3年或10万公里
乐道,乐道L60,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/f90673c17b5b41478cea7e8308ca1d05~tplv-resize:640:0.png?psm=motor.rank.data,4249,"[14.99, 16.99]",蔚来,157,中型SUV,纯电动,2025.09,4年或10万公里
零跑汽车,零跑T03,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/464986d3ad5845e9aac85a6960479de0~tplv-resize:640:0.png?psm=motor.rank.data,4138,"[5.19, 6.19]",零跑汽车,158,微型车,纯电动,2025.02,3年或12万公里
奥迪,奥迪A5L,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/aee9d99cbdc84431af52691092176642~tplv-resize:640:0.png?psm=motor.rank.data,4120,"[23.98, 28.58]",一汽奥迪,159,中型车,汽油,2025.08,3年或10万公里
岚图,岚图知音,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/7b6d69201bba4b599a67688aef8b4e87~tplv-resize:640:0.png?psm=motor.rank.data,4074,"[19.69, 24.29]",岚图汽车,160,中型SUV,纯电动,2025.08,5年或10万公里
本田,思域,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/19f2cb4bd6304f3a96b45e1bbbf6151b~tplv-resize:640:0.png?psm=motor.rank.data,4035,"[10.49, 15.29]",东风本田,161,紧凑型车,汽油,2025.03,3年或10万公里
哈弗,哈弗猛龙燃油版,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/a474d8adaa8e4739962644ed543745d5~tplv-resize:640:0.png?psm=motor.rank.data,4026,"[13.69, 14.69]",长城汽车,162,紧凑型SUV,汽油,2025.05,3年或10万公里
捷途,捷途旅行者,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/a4c5373170314e3e93ccc6dae5b7963d~tplv-resize:640:0.png?psm=motor.rank.data,3986,"[11.99, 20.99]",奇瑞汽车,163,紧凑型SUV,汽油,2025.03,4年或10万公里
埃安,AION RT,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/822686f0a91d48159c9e0f4d114a60c2~tplv-resize:640:0.png?psm=motor.rank.data,3985,"[9.98, 15.58]",广汽埃安新能源,164,紧凑型车,纯电动,2025.09,4年或15万公里
比亚迪,海豹06GT,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/672c5e9c36d24ac09e4ad2aaced79d78~tplv-resize:640:0.png?psm=motor.rank.data,3979,"[12.68, 18.28]",比亚迪,165,中型车,纯电动,2025.02,6年或15万公里
小鹏汽车,小鹏G6,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/e406fc4bba6d4908a389c54e2ae6980e~tplv-resize:640:0.png?psm=motor.rank.data,3978,"[17.68, 19.88]",小鹏汽车,166,中型SUV,纯电动,2025.03,5年或12万公里
极氪,ZEEKR 007,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/1c48f95229f4447f99ce1aff744e1f6b~tplv-resize:640:0.png?psm=motor.rank.data,3915,"[20.99, 29.99]",极氪,167,中型车,纯电动,2024.08,4年或10万公里
领克,领克03,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/f89333a7e71944f4b83eb00d0fdcb43b~tplv-resize:640:0.png?psm=motor.rank.data,3812,"[10.98, 42.03]",领克,168,紧凑型车,汽油,2024.08,4年或10万公里
宝马,宝马X1,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/bb5e191acc9e4e7a8950d316b0b5f2f1~tplv-resize:640:0.png?psm=motor.rank.data,3801,"[18.1, 26.9]",华晨宝马,169,紧凑型SUV,汽油,2025.08,3年或10万公里
理想汽车,理想L9,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/8c77d1f9ed594a4ba0be695337758a21~tplv-resize:640:0.png?psm=motor.rank.data,3787,"[40.98, 43.98]",理想汽车,170,大型SUV,增程式,2025.05,5年或10万公里
奇瑞,瑞虎7,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/19a4539986d0417ebbaec9c1d97f5b79~tplv-resize:640:0.png?psm=motor.rank.data,3728,"[6.99, 11.29]",奇瑞汽车,171,紧凑型SUV,汽油,2025.03,3年或10万公里
日产,奇骏,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/cc727a5a167140a4a3eae546dfafb251~tplv-resize:640:0.png?psm=motor.rank.data,3726,"[11.98, 25.29]",东风日产,172,紧凑型SUV,汽油,2025.07,3年或10万公里
福特,蒙迪欧,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/826f3542a6614fee946c1e64982c4cae~tplv-resize:640:0.png?psm=motor.rank.data,3623,"[12.48, 20.48]",长安福特,173,中型车,汽油,2024.09,3年或10万公里
比亚迪,汉DM,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/982f175304b44f9a8b13330481049460~tplv-resize:640:0.png?psm=motor.rank.data,3595,"[14.58, 21.08]",比亚迪,174,中大型车,插电式混合动力,2025.10,6年或15万公里
东风风神,东风风神L8 PHEV,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/67fe3f4785894978b8c1efed3a3a6f3b~tplv-resize:640:0.png?psm=motor.rank.data,3568,"[12.99, 14.99]",东风乘用车,175,紧凑型SUV,插电式混合动力,2025.08,10年不限里程(责任免除条款以官方为准）
日产,天籁,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/4d3cad1d506348e395ae69fb1a4c1f23~tplv-resize:640:0.png?psm=motor.rank.data,3563,"[12.18, 18.18]",东风日产,176,中型车,汽油,2025.07,3年或10万公里
大众,凌渡,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/4b1f18ece99a4a14b61734c75cbccd86~tplv-resize:640:0.png?psm=motor.rank.data,3561,"[11.99, 19.09]",上汽大众,177,紧凑型车,汽油,2025.08,3年或10万公里
奔腾,悦意03,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/8f986edd0db947ea8f88324734f1ce1f~tplv-resize:640:0.png?psm=motor.rank.data,3556,"[7.98, 11.29]",一汽奔腾,178,紧凑型SUV,纯电动,2025.04,终身质保(责任免除条款以官方为准)
东风奕派,eπ008,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/45e64052cc8f4753b59109a9c5e7e770~tplv-resize:640:0.png?psm=motor.rank.data,3522,"[15.76, 19.06]",东风乘用车,179,中大型SUV,增程式,2025.08,3年或10万公里
坦克,坦克300,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/c165012de7a54454aec3825533f6e1c3~tplv-resize:640:0.png?psm=motor.rank.data,3519,"[19.98, 23.48]",长城汽车,180,紧凑型SUV,汽油,2025.03,5年或15万公里
埃安,AION S,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/a6f28e3efc814138a611eee1a1b806f6~tplv-resize:640:0.png?psm=motor.rank.data,3476,"[9.98, 15.68]",广汽埃安新能源,181,紧凑型车,纯电动,2025.07,4年或15万公里
大众,探歌,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/854d92c324144a8baf7f4a1229768f5e~tplv-resize:640:0.png?psm=motor.rank.data,3435,"[10.89, 12.87]",一汽-大众,182,紧凑型SUV,汽油,2025.09,3年或10万公里
阿维塔,阿维塔 06,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/d2bf5d836cc0438292089aed8cdf5e7d~tplv-resize:640:0.png?psm=motor.rank.data,3432,"[19.49, 26.49]",阿维塔科技,183,中型车,增程式,2025.04,5年或12万公里
北京越野,北京越野BJ40,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/f7678fe520fc44f9aea7d36c62d752f3~tplv-resize:640:0.png?psm=motor.rank.data,3412,"[14.58, 15.99]",北京汽车,184,紧凑型SUV,汽油,2025.07,5年或15万公里
极氪,ZEEKR 001,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/11fca190fc204264a030e598f85ea985~tplv-resize:640:0.png?psm=motor.rank.data,3397,"[25.9, 32.98]",极氪,185,中大型车,纯电动,2025.10,4年或10万公里
荣威,荣威D6,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/e34c796a4f9840eba2aaa732a41ec6d6~tplv-resize:640:0.png?psm=motor.rank.data,3338,"[7.98, 11.98]",上汽集团,186,紧凑型车,纯电动,2025.04,6年或15万公里
马自达,马自达EZ-60,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/f54c52621cfa4ef5b80f2226a0642cf3~tplv-resize:640:0.png?psm=motor.rank.data,3317,"[11.99, 16.09]",长安马自达,187,中型SUV,增程式,2025.09,3年或10万公里
理想汽车,理想MEGA,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/62971a68ca054c609add93ada6ad41cd~tplv-resize:640:0.png?psm=motor.rank.data,3277,"[52.98, 55.98]",理想汽车,188,大型MPV,纯电动,2025.04,5年或10万公⾥
宝骏,悦也Plus,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/a328bf67b5d04e408c86069c85668e73~tplv-resize:640:0.png?psm=motor.rank.data,3211,"[7.28, 11.68]",上汽通用五菱,189,小型SUV,纯电动,2025.05,4年或15万公里
大众,途昂,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/3a9fd474f4514a36b166ef56106ed877~tplv-resize:640:0.png?psm=motor.rank.data,3206,"[23.9, 37.9]",上汽大众,190,中大型SUV,汽油,2025.09,3年或10万公里
哈弗,哈弗枭龙MAX PHEV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/f8ab4d2210c1481f965043dd1d113a35~tplv-resize:640:0.png?psm=motor.rank.data,3203,"[11.68, 15.48]",长城汽车,191,中型SUV,插电式混合动力,2025.04,6年或15万公里
广汽传祺,传祺GS8,https://p3-dcd.byteimg.com/motor-mis-img/bef1e4e3b0a6fa8de3a3887dcaaad449~tplv-resize:640:0.png?psm=motor.rank.data,3116,"[14.98, 24.08]",广汽传祺,201,中大型SUV,汽油,2024.05,5年或15万公里
福特,锐界,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/a1b8aadfec4d4199924164145e244f6f~tplv-resize:640:0.png?psm=motor.rank.data,3105,"[20.18, 28.48]",长安福特,202,中型SUV,汽油,2025.09,3年或10万公里
睿蓝汽车,蓝气球,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/415148bb0154452399f5e0b0f6a72ae3~tplv-resize:640:0.png?psm=motor.rank.data,3077,"[4.69, 5.09]",睿蓝汽车,203,微型车,纯电动,2025.09,3年或12万公里
捷途山海,捷途山海T1,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/82d7aefe263642ae9dda0f7b93086b56~tplv-resize:640:0.png?psm=motor.rank.data,3027,"[12.49, 16.99]",奇瑞汽车,204,紧凑型SUV,插电式混合动力,2025.05,4年或10万公里
丰田,丰田bZ5,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/e94c8df2a58441898c6f6939ed2dc30c~tplv-resize:640:0.png?psm=motor.rank.data,3019,"[12.98, 19.98]",一汽丰田,205,中型SUV,纯电动,2025.06,3年或10万公里
魏牌,蓝山,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/55aff52d61964e7b840d5ff46c2cc9c1~tplv-resize:640:0.png?psm=motor.rank.data,3018,"[29.98, 32.68]",长城汽车,206,中大型SUV,插电式混合动力,2024.08,5年或15万公里
红旗,红旗HS3 PHEV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/a819a1fda2d148b6a6e49c7110c38be4~tplv-resize:640:0.png?psm=motor.rank.data,2995,"[12.98, 13.48]",一汽红旗,207,紧凑型SUV,插电式混合动力,2025.08,4年或10万公里
现代,伊兰特,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/9df2036fdb244307bed69e9e03cf2368~tplv-resize:640:0.png?psm=motor.rank.data,2977,"[6.68, 11.18]",北京现代,208,紧凑型车,汽油,2023.08,3年或10万公里
小鹏汽车,小鹏G7,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/7f11b6852b6e49a890925c14e441b66f~tplv-resize:640:0.png?psm=motor.rank.data,2960,"[19.58, 22.58]",小鹏汽车,209,中型SUV,纯电动,2025.07, 5年或12万公里
蔚来,蔚来ES6,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/feffe1ceb54d462ab4c050ad15104810~tplv-resize:640:0.png?psm=motor.rank.data,2930,"[23, 23]",蔚来,210,中型SUV,纯电动,2025.05,3年或12万公里
坦克,坦克300 Hi4-T,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/8341da5c5e6340f5a53b6a5929bb6808~tplv-resize:640:0.png?psm=motor.rank.data,2927,"[24.98, 24.98]",长城汽车,211,紧凑型SUV,插电式混合动力,2025.03,5年或15万公里
名爵,MG5,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/46ea3c4fd80c42e38df4c19cbc19f823~tplv-resize:640:0.png?psm=motor.rank.data,2926,"[5.49, 7.59]",上汽集团,212,紧凑型车,汽油,2025.06,3年或10万公里
领克,领克07 EM-P,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/2aa9beac67364429a2cd026217d19f32~tplv-resize:640:0.png?psm=motor.rank.data,2925,"[13.98, 15.98]",领克,213,中型车,插电式混合动力,2025.09,5年或10万公里
AITO,问界M5,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/284dc9ac306147368522b76dda294d23~tplv-resize:640:0.png?psm=motor.rank.data,2902,"[22.98, 27.98]",赛力斯汽车,214,中型SUV,增程式,2025.03,4年或10万公里
捷达,捷达VA3,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/6bfb1b694c8943c398e22064918739e2~tplv-resize:640:0.png?psm=motor.rank.data,2825,"[6.58, 9.48]",一汽-大众捷达,215,紧凑型车,汽油,2025.09,3年或10万公里
坦克,坦克400 Hi4-T,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/a007d7b6482c4ae293d94bcb2b39c278~tplv-resize:640:0.png?psm=motor.rank.data,2805,"[28.58, 28.98]",长城汽车,216,中大型SUV,插电式混合动力,2024.03,5年或15万公里
蔚来,蔚来ES8,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/4fcf3687c3ad4a38b35a6abdfbc9e0a0~tplv-resize:640:0.png?psm=motor.rank.data,2803,"[29.88, 33.88]",蔚来,217,大型SUV,纯电动,2025.09,3年或12万公里
凯迪拉克,凯迪拉克CT5,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/b02f0aab2a354982a67d5e16c598eeed~tplv-resize:640:0.png?psm=motor.rank.data,2790,"[19.99, 24.59]",上汽通用凯迪拉克,218,中型车,汽油,2025.06,3年不限公里
比亚迪,海豹06DM旅行版,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/f0ba679bff2949a8ac4525f79f5b50c0~tplv-resize:640:0.png?psm=motor.rank.data,2781,"[10.98, 12.98]",比亚迪,219,中型车,插电式混合动力,2025.07,6年或15万公里
